"Stkcd","Ddate","BPS"
"001965","2019-12-31","8.730363"
"001965","2020-12-31","9.668424"
"001965","2021-12-31","10.248996"
"001965","2022-12-31","10.952243"
"001979","2015-12-31","7.864697"
"001979","2016-12-31","9.846251"
"001979","2017-12-31","11.738565"
"001979","2018-12-31","13.772951"
"001979","2019-12-31","28.722144"
"001979","2020-12-31","31.976447"
"001979","2021-12-31","34.929536"
"001979","2022-12-31","36.753698"
"002001","2004-12-31","6.670246"
"002001","2005-12-31","4.652121"
"002001","2006-12-31","2.322407"
"002001","2007-12-31","2.518032"
"002001","2008-12-31","5.651686"
"002001","2009-12-31","8.711760"
"002001","2010-12-31","6.673161"
"002001","2011-12-31","7.762575"
"002001","2012-12-31","8.337162"
"002001","2013-12-31","9.051028"
"002001","2014-12-31","6.442322"
"002001","2015-12-31","6.477325"
"002001","2016-12-31","7.429659"
"002001","2017-12-31","11.073590"
"002001","2018-12-31","7.546564"
"002001","2019-12-31","7.865640"
"002001","2020-12-31","9.030657"
"002001","2021-12-31","8.479581"
"002001","2022-12-31","7.655406"
"002002","2004-12-31","3.689064"
"002002","2005-12-31","3.647304"
"002002","2009-12-31","0.968753"
"002002","2010-12-31","0.542197"
"002002","2011-12-31","0.578853"
"002002","2013-12-31","4.082640"
"002002","2014-12-31","3.285687"
"002002","2015-12-31","4.314147"
"002002","2016-12-31","1.597707"
"002002","2017-12-31","2.261149"
"002002","2018-12-31","2.373439"
"002002","2019-12-31","2.829447"
"002002","2020-12-31","2.899950"
"002002","2021-12-31","3.213638"
"002002","2022-12-31","3.306020"
"002003","2004-12-31","3.358081"
"002003","2005-12-31","3.648403"
"002003","2006-12-31","5.035903"
"002003","2007-12-31","4.035440"
"002003","2008-12-31","4.976067"
"002003","2009-12-31","4.762941"
"002003","2010-12-31","5.781142"
"002003","2011-12-31","6.576964"
"002003","2012-12-31","6.526756"
"002003","2013-12-31","6.794761"
"002003","2014-12-31","5.322583"
"002003","2015-12-31","4.577856"
"002003","2016-12-31","5.035847"
"002003","2017-12-31","4.272505"
"002003","2018-12-31","3.248783"
"002003","2019-12-31","3.346135"
"002003","2020-12-31","3.339114"
"002003","2021-12-31","3.424955"
"002003","2022-12-31","2.826950"
"002004","2004-12-31","3.042740"
"002004","2005-12-31","3.338482"
"002004","2006-12-31","3.961387"
"002004","2007-12-31","5.536839"
"002004","2008-12-31","6.167175"
"002004","2009-12-31","6.797863"
"002004","2010-12-31","7.846765"
"002004","2011-12-31","15.439010"
"002004","2012-12-31","5.884597"
"002004","2013-12-31","6.909041"
"002004","2014-12-31","8.386116"
"002004","2015-12-31","5.115989"
"002004","2016-12-31","5.260516"
"002004","2017-12-31","6.534526"
"002004","2018-12-31","6.265473"
"002004","2019-12-31","6.689028"
"002004","2020-12-31","7.140030"
"002004","2021-12-31","7.992119"
"002005","2004-12-31","7.335633"
"002005","2005-12-31","6.263335"
"002005","2006-12-31","3.917937"
"002005","2007-12-31","4.144086"
"002005","2008-12-31","1.875484"
"002005","2009-12-31","2.175873"
"002005","2010-12-31","4.987435"
"002005","2011-12-31","5.641397"
"002005","2012-12-31","3.627046"
"002005","2013-12-31","3.665901"
"002005","2014-12-31","4.216575"
"002005","2015-12-31","4.290668"
"002005","2016-12-31","4.170093"
"002005","2017-12-31","3.654803"
"002005","2018-12-31","3.290116"
"002005","2019-12-31","1.513886"
"002005","2020-12-31","1.104215"
"002005","2021-12-31","0.898574"
"002005","2022-12-31","0.721925"
"002006","2004-12-31","4.559771"
"002006","2005-12-31","4.825774"
"002006","2006-12-31","3.950934"
"002006","2007-12-31","3.754941"
"002006","2008-12-31","2.149057"
"002006","2009-12-31","2.280621"
"002006","2010-12-31","2.831978"
"002006","2011-12-31","4.110453"
"002006","2012-12-31","2.234095"
"002006","2013-12-31","1.792326"
"002006","2014-12-31","1.873167"
"002006","2015-12-31","1.927627"
"002006","2016-12-31","2.065729"
"002006","2017-12-31","2.257403"
"002006","2018-12-31","2.277347"
"002006","2019-12-31","2.016109"
"002006","2022-12-31","3.030524"
"002007","2004-12-31","7.469862"
"002007","2005-12-31","5.480561"
"002007","2006-12-31","3.902497"
"002007","2007-12-31","3.085103"
"002007","2008-12-31","5.083194"
"002007","2009-12-31","5.153872"
"002007","2010-12-31","4.175223"
"002007","2011-12-31","4.479225"
"002007","2012-12-31","4.912904"
"002007","2013-12-31","5.699228"
"002007","2014-12-31","6.254791"
"002007","2015-12-31","6.682184"
"002007","2016-12-31","4.768811"
"002007","2017-12-31","5.206039"
"002007","2018-12-31","6.206495"
"002007","2019-12-31","4.906381"
"002007","2020-12-31","4.440123"
"002007","2021-12-31","4.968324"
"002007","2022-12-31","6.693052"
"002008","2004-12-31","3.871094"
"002008","2005-12-31","2.920528"
"002008","2006-12-31","2.361921"
"002008","2007-12-31","2.894112"
"002008","2008-12-31","3.298136"
"002008","2009-12-31","3.230096"
"002008","2010-12-31","3.930671"
"002008","2011-12-31","3.064680"
"002008","2012-12-31","3.542964"
"002008","2013-12-31","3.695243"
"002008","2014-12-31","4.090972"
"002008","2015-12-31","4.618936"
"002008","2016-12-31","5.199540"
"002008","2017-12-31","6.825938"
"002008","2018-12-31","8.055889"
"002008","2019-12-31","8.507537"
"002008","2020-12-31","9.464285"
"002008","2021-12-31","11.298620"
"002008","2022-12-31","14.652963"
"002009","2004-12-31","4.754618"
"002009","2005-12-31","5.162255"
"002009","2006-12-31","3.701081"
"002009","2007-12-31","3.614770"
"002009","2008-12-31","2.080918"
"002009","2009-12-31","2.205815"
"002009","2010-12-31","3.278485"
"002009","2011-12-31","3.300870"
"002009","2012-12-31","3.398527"
"002009","2013-12-31","4.688732"
"002009","2014-12-31","4.977870"
"002009","2015-12-31","5.480635"
"002009","2016-12-31","5.838277"
"002009","2017-12-31","5.992755"
"002009","2018-12-31","6.756010"
"002009","2019-12-31","5.655178"
"002009","2020-12-31","5.623028"
"002009","2021-12-31","5.796173"
"002009","2022-12-31","6.046280"
"002010","2004-12-31","4.747785"
"002010","2005-12-31","3.708176"
"002010","2006-12-31","4.277710"
"002010","2007-12-31","3.823752"
"002010","2008-12-31","3.421554"
"002010","2009-12-31","4.194238"
"002010","2010-12-31","6.146997"
"002010","2011-12-31","3.391967"
"002010","2012-12-31","3.862628"
"002010","2013-12-31","4.225209"
"002010","2014-12-31","4.433746"
"002010","2015-12-31","3.424563"
"002010","2016-12-31","3.617145"
"002010","2017-12-31","3.838325"
"002010","2018-12-31","4.135561"
"002010","2019-12-31","5.030447"
"002010","2020-12-31","4.882173"
"002010","2021-12-31","5.848711"
"002010","2022-12-31","6.565416"
"002011","2004-12-31","5.725086"
"002011","2005-12-31","5.694295"
"002011","2006-12-31","6.002824"
"002011","2007-12-31","7.788684"
"002011","2008-12-31","3.663361"
"002011","2009-12-31","5.597631"
"002011","2010-12-31","5.292542"
"002011","2011-12-31","3.685214"
"002011","2012-12-31","4.155899"
"002011","2013-12-31","4.055451"
"002011","2014-12-31","4.186237"
"002011","2015-12-31","4.423152"
"002011","2016-12-31","4.933937"
"002011","2017-12-31","4.846755"
"002011","2018-12-31","2.314152"
"002011","2019-12-31","2.408995"
"002011","2020-12-31","1.391230"
"002011","2021-12-31","1.783227"
"002011","2022-12-31","3.352342"
"002012","2004-12-31","3.420880"
"002012","2005-12-31","1.853029"
"002012","2006-12-31","1.851216"
"002012","2007-12-31","1.804327"
"002012","2009-12-31","2.195087"
"002012","2010-12-31","2.787021"
"002012","2011-12-31","4.837589"
"002012","2012-12-31","2.554389"
"002012","2013-12-31","2.555203"
"002012","2014-12-31","2.659192"
"002012","2015-12-31","2.668203"
"002013","2004-12-31","3.905346"
"002013","2005-12-31","3.911754"
"002013","2006-12-31","3.466400"
"002013","2007-12-31","5.574315"
"002013","2008-12-31","4.019464"
"002013","2009-12-31","3.383487"
"002013","2010-12-31","2.790201"
"002013","2011-12-31","2.501524"
"002013","2012-12-31","6.105833"
"002013","2013-12-31","6.910308"
"002013","2014-12-31","7.466501"
"002013","2015-12-31","6.474172"
"002013","2016-12-31","5.437379"
"002013","2017-12-31","4.388358"
"002013","2018-12-31","3.268409"
"002013","2019-12-31","3.515293"
"002013","2020-12-31","4.119868"
"002013","2021-12-31","4.436628"
"002014","2004-12-31","3.724271"
"002014","2005-12-31","3.890489"
"002014","2006-12-31","4.017281"
"002014","2007-12-31","4.286537"
"002014","2008-12-31","4.523753"
"002014","2009-12-31","5.018171"
"002014","2010-12-31","5.475488"
"002014","2011-12-31","4.732227"
"002014","2012-12-31","4.341716"
"002014","2013-12-31","4.623726"
"002014","2014-12-31","4.790575"
"002014","2015-12-31","5.011758"
"002014","2016-12-31","5.229441"
"002014","2017-12-31","5.350423"
"002014","2018-12-31","3.719326"
"002014","2019-12-31","3.763130"
"002014","2020-12-31","3.952166"
"002014","2021-12-31","4.224511"
"002014","2022-12-31","3.795641"
"002015","2004-12-31","4.731852"
"002015","2005-12-31","5.126032"
"002015","2006-12-31","2.838779"
"002015","2007-12-31","3.313824"
"002015","2009-12-31","2.688489"
"002015","2010-12-31","2.778934"
"002015","2011-12-31","3.309382"
"002015","2012-12-31","3.336789"
"002015","2013-12-31","1.670070"
"002015","2015-12-31","0.822144"
"002015","2016-12-31","0.722558"
"002015","2017-12-31","0.782082"
"002015","2018-12-31","1.514966"
"002015","2019-12-31","5.681467"
"002015","2020-12-31","6.189787"
"002015","2021-12-31","5.927932"
"002015","2022-12-31","7.505679"
"002016","2004-12-31","4.597112"
"002016","2005-12-31","3.782637"
"002016","2006-12-31","3.737867"
"002016","2007-12-31","3.291800"
"002016","2008-12-31","2.218569"
"002016","2009-12-31","2.081010"
"002016","2010-12-31","2.361850"
"002016","2011-12-31","2.624133"
"002016","2012-12-31","2.837883"
"002016","2013-12-31","3.065856"
"002016","2014-12-31","2.687461"
"002016","2015-12-31","2.115484"
"002016","2016-12-31","2.223819"
"002016","2017-12-31","3.068346"
"002016","2018-12-31","3.319890"
"002016","2019-12-31","3.909246"
"002016","2020-12-31","5.006667"
"002017","2006-12-31","3.546756"
"002017","2007-12-31","3.647262"
"002017","2008-12-31","3.081047"
"002017","2009-12-31","3.547238"
"002017","2010-12-31","3.423704"
"002017","2011-12-31","2.960179"
"002017","2012-12-31","3.128869"
"002017","2013-12-31","3.263538"
"002017","2014-12-31","2.618995"
"002017","2015-12-31","2.379691"
"002017","2016-12-31","2.653436"
"002017","2017-12-31","2.727863"
"002017","2018-12-31","2.820026"
"002018","2005-12-31","4.203283"
"002018","2006-12-31","3.811100"
"002018","2007-12-31","4.024661"
"002018","2008-12-31","4.146349"
"002018","2009-12-31","3.031598"
"002018","2010-12-31","2.153126"
"002018","2011-12-31","2.190697"
"002018","2012-12-31","2.375267"
"002018","2013-12-31","2.184423"
"002018","2014-12-31","2.270159"
"002018","2015-12-31","2.569168"
"002018","2017-12-31","0.103018"
"002018","2018-12-31","-0.423075"
"002019","2004-12-31","5.904367"
"002019","2005-12-31","4.702250"
"002019","2006-12-31","4.607118"
"002019","2007-12-31","2.870466"
"002019","2008-12-31","2.987300"
"002019","2009-12-31","4.142763"
"002019","2010-12-31","3.192272"
"002019","2011-12-31","2.130117"
"002019","2012-12-31","2.181350"
"002019","2013-12-31","2.303079"
"002019","2014-12-31","9.759594"
"002019","2015-12-31","11.053060"
"002019","2016-12-31","4.234708"
"002019","2017-12-31","6.602239"
"002019","2018-12-31","6.704843"
"002019","2019-12-31","7.398525"
"002019","2020-12-31","8.275327"
"002019","2021-12-31","8.321852"
"002019","2022-12-31","8.741358"
"002020","2004-12-31","4.195368"
"002020","2005-12-31","4.278350"
"002020","2006-12-31","2.901187"
"002020","2007-12-31","2.950363"
"002020","2008-12-31","2.985662"
"002020","2009-12-31","3.024773"
"002020","2010-12-31","3.152397"
"002020","2011-12-31","6.064737"
"002020","2012-12-31","6.115498"
"002020","2013-12-31","3.237429"
"002020","2014-12-31","4.882297"
"002020","2015-12-31","7.073176"
"002020","2016-12-31","3.796134"
"002020","2017-12-31","5.387083"
"002020","2018-12-31","4.929691"
"002020","2019-12-31","5.119127"
"002020","2020-12-31","5.574240"
"002020","2021-12-31","5.343591"
"002020","2022-12-31","6.006731"
"002021","2004-12-31","4.771931"
"002021","2005-12-31","3.289748"
"002021","2006-12-31","2.767079"
"002021","2007-12-31","3.956518"
"002021","2008-12-31","3.946749"
"002021","2009-12-31","2.011148"
"002021","2010-12-31","2.148265"
"002021","2011-12-31","2.445436"
"002021","2012-12-31","1.902733"
"002021","2013-12-31","1.951742"
"002021","2014-12-31","2.244277"
"002021","2015-12-31","1.497416"
"002021","2016-12-31","1.510941"
"002021","2017-12-31","1.374113"
"002021","2018-12-31","1.016389"
"002022","2004-12-31","5.553731"
"002022","2005-12-31","4.614702"
"002022","2006-12-31","2.837952"
"002022","2007-12-31","2.312462"
"002022","2008-12-31","2.039998"
"002022","2009-12-31","1.932612"
"002022","2010-12-31","1.891899"
"002022","2011-12-31","2.083913"
"002022","2012-12-31","2.206909"
"002022","2013-12-31","2.454151"
"002022","2014-12-31","2.575113"
"002022","2015-12-31","3.366615"
"002022","2016-12-31","3.708233"
"002022","2017-12-31","4.056281"
"002022","2018-12-31","4.716462"
"002022","2019-12-31","5.229076"
"002022","2020-12-31","7.580405"
"002022","2021-12-31","9.977483"
"002022","2022-12-31","11.378653"
"002023","2004-12-31","5.732598"
"002023","2005-12-31","4.192896"
"002023","2006-12-31","4.234128"
"002023","2007-12-31","4.242339"
"002023","2008-12-31","2.867260"
"002023","2009-12-31","3.084303"
"002023","2010-12-31","3.251321"
"002023","2011-12-31","3.450092"
"002023","2012-12-31","3.568873"
"002023","2013-12-31","4.776828"
"002023","2014-12-31","5.107907"
"002023","2015-12-31","4.952115"
"002023","2016-12-31","5.462487"
"002023","2017-12-31","5.242185"
"002023","2018-12-31","5.198049"
"002023","2019-12-31","5.289573"
"002023","2020-12-31","5.223733"
"002023","2021-12-31","5.396621"
"002023","2022-12-31","5.559305"
"002024","2004-12-31","9.291328"
"002024","2005-12-31","3.691763"
"002024","2006-12-31","4.456586"
"002024","2007-12-31","3.349196"
"002024","2008-12-31","3.046572"
"002024","2009-12-31","3.199942"
"002024","2010-12-31","2.693656"
"002024","2011-12-31","3.291858"
"002024","2012-12-31","3.943027"
"002024","2013-12-31","3.887680"
"002024","2014-12-31","4.000627"
"002024","2015-12-31","4.324107"
"002024","2016-12-31","7.510384"
"002024","2017-12-31","8.982524"
"002024","2018-12-31","9.474803"
"002024","2019-12-31","9.360305"
"002024","2020-12-31","8.252575"
"002024","2021-12-31","3.332827"
"002024","2022-12-31","1.620644"
"002025","2004-12-31","3.805282"
"002025","2005-12-31","4.706644"
"002025","2006-12-31","3.809140"
"002025","2007-12-31","7.563160"
"002025","2008-12-31","4.192871"
"002025","2009-12-31","4.486858"
"002025","2010-12-31","4.778994"
"002025","2011-12-31","5.129878"
"002025","2012-12-31","5.524378"
"002025","2013-12-31","6.012664"
"002025","2014-12-31","6.468102"
"002025","2015-12-31","5.437883"
"002025","2016-12-31","6.030398"
"002025","2017-12-31","6.596556"
"002025","2018-12-31","7.426630"
"002025","2019-12-31","8.571928"
"002025","2020-12-31","9.602465"
"002025","2021-12-31","13.317598"
"002025","2022-12-31","14.530846"
"002026","2004-12-31","4.664560"
"002026","2005-12-31","4.818606"
"002026","2006-12-31","3.375889"
"002026","2008-12-31","3.733670"
"002026","2009-12-31","3.910741"
"002026","2010-12-31","4.165410"
"002026","2011-12-31","3.492750"
"002026","2012-12-31","3.816230"
"002026","2013-12-31","3.098442"
"002026","2014-12-31","4.438601"
"002026","2015-12-31","4.615892"
"002026","2016-12-31","5.353731"
"002026","2017-12-31","5.593648"
"002026","2018-12-31","5.930669"
"002026","2019-12-31","5.552078"
"002026","2020-12-31","6.091123"
"002026","2021-12-31","7.093566"
"002026","2022-12-31","7.436014"
"002027","2004-12-31","4.896015"
"002027","2005-12-31","2.707082"
"002027","2006-12-31","2.195360"
"002027","2007-12-31","2.372308"
"002027","2008-12-31","2.376695"
"002027","2009-12-31","2.148275"
"002027","2010-12-31","2.192675"
"002027","2011-12-31","2.017878"
"002027","2015-12-31","15.065221"
"002027","2016-12-31","24.436939"
"002027","2017-12-31","31.642801"
"002027","2018-12-31","43.151888"
"002027","2019-12-31","41.978134"
"002027","2020-12-31","51.766795"
"002027","2021-12-31","56.907389"
"002027","2022-12-31","52.683450"
"002028","2004-12-31","7.536501"
"002028","2005-12-31","4.517508"
"002028","2006-12-31","4.744068"
"002028","2007-12-31","10.949847"
"002028","2008-12-31","8.204676"
"002028","2009-12-31","6.623957"
"002028","2010-12-31","7.034602"
"002028","2011-12-31","6.420520"
"002028","2012-12-31","6.896890"
"002028","2013-12-31","7.819346"
"002028","2014-12-31","6.067118"
"002028","2015-12-31","6.566205"
"002028","2016-12-31","5.734704"
"002028","2017-12-31","5.932961"
"002028","2018-12-31","6.191552"
"002028","2019-12-31","6.837897"
"002028","2020-12-31","8.795116"
"002028","2021-12-31","11.224163"
"002028","2022-12-31","12.255693"
"002029","2005-12-31","2.991909"
"002029","2006-12-31","3.386118"
"002029","2007-12-31","5.686898"
"002029","2008-12-31","4.398039"
"002029","2009-12-31","5.062434"
"002029","2010-12-31","5.884349"
"002029","2011-12-31","7.216288"
"002029","2012-12-31","8.612188"
"002029","2013-12-31","6.139645"
"002029","2014-12-31","6.464817"
"002029","2015-12-31","6.709246"
"002029","2016-12-31","6.955376"
"002029","2017-12-31","7.315323"
"002029","2018-12-31","7.679863"
"002029","2019-12-31","8.016039"
"002029","2020-12-31","8.001266"
"002029","2021-12-31","8.107706"
"002029","2022-12-31","8.312568"
"002030","2004-12-31","3.070767"
"002030","2005-12-31","3.226047"
"002030","2006-12-31","2.238358"
"002030","2007-12-31","2.465346"
"002030","2008-12-31","1.920386"
"002030","2009-12-31","1.780120"
"002030","2010-12-31","1.669450"
"002030","2011-12-31","1.598250"
"002030","2012-12-31","1.505130"
"002030","2013-12-31","1.656492"
"002030","2014-12-31","1.665459"
"002030","2015-12-31","2.943331"
"002030","2016-12-31","3.522015"
"002030","2017-12-31","3.644094"
"002030","2018-12-31","2.759607"
"002030","2019-12-31","2.617841"
"002030","2020-12-31","5.146939"
"002030","2021-12-31","5.457973"
"002030","2022-12-31","8.276705"
"002031","2004-12-31","3.312353"
"002031","2005-12-31","2.741349"
"002031","2006-12-31","2.955717"
"002031","2007-12-31","2.713211"
"002031","2008-12-31","2.932926"
"002031","2009-12-31","3.511960"
"002031","2010-12-31","3.831742"
"002031","2011-12-31","3.038447"
"002031","2012-12-31","3.314238"
"002031","2013-12-31","3.755518"
"002031","2014-12-31","5.120767"
"002031","2015-12-31","4.222764"
"002031","2016-12-31","1.396337"
"002031","2017-12-31","1.542160"
"002031","2018-12-31","1.593773"
"002032","2004-12-31","5.456817"
"002032","2005-12-31","4.589837"
"002032","2006-12-31","5.145230"
"002032","2007-12-31","8.367029"
"002032","2008-12-31","4.870338"
"002032","2009-12-31","5.375706"
"002032","2010-12-31","4.740871"
"002032","2011-12-31","5.360327"
"002032","2012-12-31","5.345988"
"002032","2013-12-31","5.884214"
"002032","2014-12-31","6.750482"
"002032","2015-12-31","7.915827"
"002032","2016-12-31","7.215079"
"002032","2017-12-31","6.329682"
"002032","2018-12-31","7.192829"
"002032","2019-12-31","8.335705"
"002032","2020-12-31","8.813623"
"002032","2021-12-31","9.470152"
"002032","2022-12-31","8.746245"
"002033","2004-12-31","2.995314"
"002033","2005-12-31","3.059536"
"002033","2006-12-31","3.282630"
"002033","2007-12-31","3.670464"
"002033","2008-12-31","4.167858"
"002033","2009-12-31","4.696455"
"002033","2010-12-31","5.304264"
"002033","2011-12-31","5.379977"
"002033","2012-12-31","6.206182"
"002033","2013-12-31","5.335740"
"002033","2014-12-31","7.253870"
"002033","2015-12-31","5.154287"
"002033","2016-12-31","5.333464"
"002033","2017-12-31","4.457368"
"002033","2018-12-31","4.639344"
"002033","2019-12-31","4.895710"
"002033","2020-12-31","4.852377"
"002033","2021-12-31","4.569950"
"002033","2022-12-31","4.586403"
"002034","2005-12-31","5.505983"
"002034","2006-12-31","5.641582"
"002034","2007-12-31","6.709013"
"002034","2008-12-31","6.081477"
"002034","2009-12-31","6.527068"
"002034","2010-12-31","6.735045"
"002034","2011-12-31","8.277137"
"002034","2013-12-31","7.947380"
"002034","2014-12-31","6.195248"
"002034","2015-12-31","5.878775"
"002034","2016-12-31","7.831428"
"002034","2017-12-31","13.634984"
"002034","2018-12-31","8.778420"
"002034","2019-12-31","9.814527"
"002034","2020-12-31","11.360641"
"002034","2021-12-31","12.588107"
"002034","2022-12-31","14.609495"
"002035","2005-12-31","2.910265"
"002035","2006-12-31","2.461389"
"002035","2007-12-31","1.928946"
"002035","2008-12-31","1.818373"
"002035","2009-12-31","2.167061"
"002035","2010-12-31","2.143494"
"002035","2011-12-31","2.505616"
"002035","2012-12-31","3.535948"
"002035","2013-12-31","4.251942"
"002035","2014-12-31","4.185238"
"002035","2015-12-31","4.377253"
"002035","2016-12-31","4.935912"
"002035","2017-12-31","3.888018"
"002035","2018-12-31","3.034052"
"002035","2019-12-31","3.585494"
"002035","2020-12-31","3.720382"
"002035","2021-12-31","3.936826"
"002035","2022-12-31","4.016520"
"002036","2005-12-31","4.112246"
"002036","2006-12-31","3.717805"
"002036","2007-12-31","3.722135"
"002036","2008-12-31","3.998491"
"002036","2009-12-31","2.603220"
"002036","2010-12-31","2.563548"
"002036","2011-12-31","2.615570"
"002036","2012-12-31","2.590485"
"002036","2013-12-31","2.558676"
"002036","2014-12-31","3.021504"
"002036","2015-12-31","2.632283"
"002036","2016-12-31","3.067059"
"002036","2017-12-31","3.729236"
"002036","2018-12-31","4.118829"
"002036","2019-12-31","3.501123"
"002036","2020-12-31","3.973892"
"002036","2021-12-31","3.838035"
"002036","2022-12-31","4.288665"
"002037","2006-12-31","4.458596"
"002037","2007-12-31","4.672129"
"002037","2008-12-31","4.754218"
"002037","2009-12-31","5.056313"
"002037","2010-12-31","4.570310"
"002037","2011-12-31","5.669662"
"002037","2012-12-31","8.858311"
"002037","2013-12-31","6.247080"
"002037","2014-12-31","6.925672"
"002037","2015-12-31","7.078270"
"002037","2016-12-31","7.211853"
"002037","2017-12-31","7.364070"
"002037","2018-12-31","7.426187"
"002037","2019-12-31","8.438623"
"002038","2005-12-31","4.619403"
"002038","2006-12-31","5.147284"
"002038","2007-12-31","4.443847"
"002038","2008-12-31","3.070092"
"002038","2009-12-31","3.910326"
"002038","2010-12-31","4.788327"
"002038","2011-12-31","4.427697"
"002038","2012-12-31","5.546444"
"002038","2013-12-31","5.667214"
"002038","2014-12-31","6.963369"
"002038","2015-12-31","5.275540"
"002038","2016-12-31","5.738182"
"002038","2017-12-31","6.277399"
"002038","2018-12-31","6.597376"
"002038","2019-12-31","4.692859"
"002038","2020-12-31","4.852032"
"002038","2021-12-31","5.184436"
"002039","2004-12-31","3.558732"
"002039","2005-12-31","4.325567"
"002039","2006-12-31","3.734461"
"002039","2007-12-31","3.882672"
"002039","2008-12-31","9.749487"
"002039","2009-12-31","11.021653"
"002039","2010-12-31","14.929526"
"002039","2011-12-31","15.901319"
"002039","2012-12-31","17.466629"
"002039","2013-12-31","16.596885"
"002039","2014-12-31","12.756259"
"002039","2015-12-31","14.067149"
"002039","2016-12-31","13.658004"
"002039","2017-12-31","14.527983"
"002039","2018-12-31","15.609287"
"002039","2019-12-31","16.405222"
"002039","2020-12-31","18.198962"
"002039","2021-12-31","18.976701"
"002039","2022-12-31","15.006542"
"002040","2004-12-31","1.903292"
"002040","2005-12-31","3.167456"
"002040","2006-12-31","2.117935"
"002040","2007-12-31","2.145257"
"002040","2008-12-31","2.193480"
"002040","2009-12-31","2.199874"
"002040","2010-12-31","2.293391"
"002040","2011-12-31","2.440078"
"002040","2012-12-31","2.544971"
"002040","2013-12-31","2.608700"
"002040","2016-12-31","7.765300"
"002040","2017-12-31","8.090809"
"002040","2018-12-31","8.562741"
"002040","2019-12-31","6.828680"
"002040","2020-12-31","7.058296"
"002040","2021-12-31","7.316105"
"002041","2004-12-31","4.230460"
"002041","2005-12-31","7.852673"
"002041","2006-12-31","3.944095"
"002041","2007-12-31","4.181206"
"002041","2008-12-31","4.531084"
"002041","2009-12-31","5.408280"
"002041","2010-12-31","7.393080"
"002041","2011-12-31","4.810900"
"002041","2012-12-31","5.956536"
"002041","2013-12-31","7.366263"
"002041","2014-12-31","8.248073"
"002041","2015-12-31","3.619323"
"002041","2016-12-31","4.160496"
"002041","2017-12-31","4.272050"
"002041","2018-12-31","3.709865"
"002041","2019-12-31","3.571887"
"002041","2020-12-31","3.562555"
"002041","2021-12-31","3.807491"
"002041","2022-12-31","4.075998"
"002042","2005-12-31","2.840423"
"002042","2006-12-31","2.768786"
"002042","2007-12-31","2.180502"
"002042","2008-12-31","2.191984"
"002042","2009-12-31","5.601730"
"002042","2010-12-31","9.491261"
"002042","2011-12-31","5.540046"
"002042","2012-12-31","3.741177"
"002042","2013-12-31","3.984878"
"002042","2014-12-31","4.165256"
"002042","2015-12-31","4.496904"
"002042","2016-12-31","5.084112"
"002042","2017-12-31","7.147626"
"002042","2018-12-31","4.800339"
"002042","2019-12-31","4.396307"
"002042","2020-12-31","3.942228"
"002042","2021-12-31","4.426678"
"002042","2022-12-31","3.985852"
"002043","2004-12-31","2.189062"
"002043","2005-12-31","3.209057"
"002043","2006-12-31","3.288765"
"002043","2007-12-31","3.309531"
"002043","2008-12-31","2.487964"
"002043","2009-12-31","2.377669"
"002043","2010-12-31","2.507933"
"002043","2011-12-31","3.275344"
"002043","2012-12-31","1.664351"
"002043","2013-12-31","1.681990"
"002043","2014-12-31","1.701329"
"002043","2015-12-31","1.893965"
"002043","2016-12-31","1.936572"
"002043","2017-12-31","2.264737"
"002043","2018-12-31","2.089764"
"002043","2019-12-31","2.478163"
"002043","2020-12-31","2.670028"
"002043","2021-12-31","2.900450"
"002043","2022-12-31","3.206792"
"002044","2005-12-31","2.328757"
"002044","2006-12-31","2.441188"
"002044","2007-12-31","2.535949"
"002044","2009-12-31","2.084182"
"002044","2010-12-31","2.139215"
"002044","2011-12-31","1.765373"
"002044","2012-12-31","2.177187"
"002044","2013-12-31","1.903308"
"002044","2014-12-31","1.998274"
"002044","2015-12-31","2.677308"
"002044","2016-12-31","1.480054"
"002044","2017-12-31","2.653618"
"002044","2018-12-31","2.337181"
"002044","2019-12-31","2.080149"
"002044","2020-12-31","2.220709"
"002044","2021-12-31","2.237837"
"002044","2022-12-31","2.094083"
"002045","2005-12-31","5.912542"
"002045","2006-12-31","4.066011"
"002045","2007-12-31","3.688623"
"002045","2008-12-31","3.931576"
"002045","2009-12-31","3.721942"
"002045","2010-12-31","4.967307"
"002045","2011-12-31","3.407604"
"002045","2012-12-31","2.879422"
"002045","2013-12-31","2.990674"
"002045","2014-12-31","3.157065"
"002045","2015-12-31","3.188762"
"002045","2016-12-31","3.393349"
"002045","2017-12-31","3.591847"
"002045","2018-12-31","3.658837"
"002045","2019-12-31","4.121072"
"002045","2020-12-31","4.355539"
"002045","2021-12-31","4.250568"
"002045","2022-12-31","4.612150"
"002046","2005-12-31","4.216326"
"002046","2006-12-31","3.812716"
"002046","2007-12-31","3.415655"
"002046","2008-12-31","3.684495"
"002046","2009-12-31","4.707000"
"002046","2010-12-31","5.054946"
"002046","2011-12-31","5.579555"
"002046","2012-12-31","3.661328"
"002046","2013-12-31","3.840959"
"002046","2014-12-31","4.047286"
"002046","2015-12-31","3.580109"
"002046","2016-12-31","3.876048"
"002046","2017-12-31","4.793300"
"002046","2018-12-31","5.348560"
"002046","2021-12-31","5.750942"
"002046","2022-12-31","6.034953"
"002047","2005-12-31","3.581807"
"002047","2006-12-31","3.477564"
