"Stkcd","Ddate","BPS"
"300054","2021-12-31","4.523981"
"300054","2022-12-31","4.730059"
"300055","2009-12-31","2.623109"
"300055","2010-12-31","13.957116"
"300055","2011-12-31","7.311316"
"300055","2012-12-31","7.642727"
"300055","2013-12-31","8.106705"
"300055","2014-12-31","10.765148"
"300055","2015-12-31","4.117038"
"300055","2016-12-31","6.387579"
"300055","2017-12-31","6.768487"
"300055","2018-12-31","6.612113"
"300055","2019-12-31","6.717943"
"300055","2020-12-31","6.246981"
"300056","2009-12-31","2.037531"
"300056","2010-12-31","6.849940"
"300056","2011-12-31","7.264958"
"300056","2012-12-31","4.099652"
"300056","2013-12-31","4.588793"
"300056","2014-12-31","3.152273"
"300056","2015-12-31","2.290962"
"300056","2016-12-31","3.142911"
"300056","2017-12-31","3.653025"
"300056","2018-12-31","2.532265"
"300056","2019-12-31","2.810116"
"300056","2021-12-31","1.638555"
"300056","2022-12-31","1.306168"
"300057","2009-12-31","2.158385"
"300057","2010-12-31","6.167545"
"300057","2011-12-31","3.188891"
"300057","2012-12-31","3.884374"
"300057","2013-12-31","4.258570"
"300057","2014-12-31","4.981777"
"300057","2015-12-31","6.070865"
"300057","2016-12-31","6.243327"
"300057","2017-12-31","6.390666"
"300057","2018-12-31","6.273744"
"300057","2019-12-31","5.114184"
"300057","2020-12-31","5.470916"
"300057","2021-12-31","5.156403"
"300057","2022-12-31","6.088622"
"300058","2009-12-31","3.583839"
"300058","2010-12-31","7.371513"
"300058","2011-12-31","5.926266"
"300058","2012-12-31","3.659544"
"300058","2013-12-31","8.321249"
"300058","2014-12-31","4.809837"
"300058","2015-12-31","2.818408"
"300058","2016-12-31","2.939304"
"300058","2017-12-31","2.907729"
"300058","2018-12-31","2.958168"
"300058","2019-12-31","3.543491"
"300058","2020-12-31","3.606684"
"300058","2021-12-31","3.774790"
"300058","2022-12-31","2.977424"
"300059","2009-12-31","2.597479"
"300059","2010-12-31","11.521928"
"300059","2011-12-31","8.096911"
"300059","2012-12-31","5.117722"
"300059","2013-12-31","2.513653"
"300059","2014-12-31","1.553991"
"300059","2015-12-31","4.410609"
"300059","2016-12-31","3.605964"
"300059","2017-12-31","3.422989"
"300059","2018-12-31","3.036837"
"300059","2019-12-31","3.158685"
"300059","2020-12-31","3.849523"
"300059","2021-12-31","4.248393"
"300059","2022-12-31","4.931426"
"300061","2009-12-31","2.233640"
"300061","2010-12-31","6.154454"
"300061","2011-12-31","6.815161"
"300061","2012-12-31","4.258146"
"300061","2014-12-31","2.942203"
"300061","2015-12-31","1.943662"
"300061","2016-12-31","6.263385"
"300061","2017-12-31","6.812317"
"300061","2018-12-31","3.601017"
"300061","2019-12-31","3.462068"
"300061","2020-12-31","2.341000"
"300061","2022-12-31","1.829458"
"300062","2009-12-31","2.781688"
"300062","2010-12-31","9.185232"
"300062","2011-12-31","4.858182"
"300062","2012-12-31","5.035842"
"300062","2013-12-31","5.220606"
"300062","2014-12-31","5.329667"
"300062","2015-12-31","6.985989"
"300062","2016-12-31","6.060207"
"300062","2017-12-31","2.839338"
"300062","2018-12-31","2.635990"
"300062","2019-12-31","2.579781"
"300063","2009-12-31","2.932122"
"300063","2010-12-31","9.522281"
"300063","2011-12-31","9.556758"
"300063","2012-12-31","6.434954"
"300063","2013-12-31","7.034182"
"300063","2014-12-31","3.621319"
"300063","2015-12-31","7.348589"
"300063","2016-12-31","7.928647"
"300063","2017-12-31","2.700759"
"300063","2018-12-31","1.449268"
"300063","2020-12-31","1.741321"
"300063","2021-12-31","1.969536"
"300063","2022-12-31","2.162160"
"300064","2009-12-31","2.736901"
"300064","2010-12-31","7.487433"
"300064","2011-12-31","4.274253"
"300064","2012-12-31","2.367980"
"300064","2013-12-31","2.456796"
"300064","2014-12-31","2.540617"
"300064","2015-12-31","3.014810"
"300064","2016-12-31","5.573971"
"300064","2017-12-31","5.714258"
"300064","2018-12-31","5.769876"
"300064","2019-12-31","1.440501"
"300064","2020-12-31","0.409890"
"300065","2010-12-31","10.679934"
"300065","2011-12-31","12.053139"
"300065","2012-12-31","6.136832"
"300065","2013-12-31","6.380343"
"300065","2014-12-31","3.239723"
"300065","2015-12-31","5.602835"
"300065","2016-12-31","5.943508"
"300065","2017-12-31","4.725209"
"300065","2018-12-31","4.274206"
"300065","2019-12-31","4.496017"
"300065","2020-12-31","4.108011"
"300065","2021-12-31","3.045080"
"300065","2022-12-31","2.674425"
"300066","2009-12-31","4.665731"
"300066","2010-12-31","16.314663"
"300066","2011-12-31","8.880599"
"300066","2012-12-31","6.372499"
"300066","2013-12-31","7.099156"
"300066","2014-12-31","4.914845"
"300066","2015-12-31","3.500552"
"300066","2016-12-31","1.496098"
"300066","2017-12-31","1.555476"
"300066","2018-12-31","1.628877"
"300066","2019-12-31","1.801314"
"300066","2020-12-31","1.974566"
"300066","2021-12-31","2.091799"
"300066","2022-12-31","2.341837"
"300067","2009-12-31","2.218840"
"300067","2010-12-31","6.790227"
"300067","2011-12-31","4.542142"
"300067","2012-12-31","4.585787"
"300067","2013-12-31","4.893509"
"300067","2014-12-31","2.720565"
"300067","2015-12-31","1.844046"
"300067","2016-12-31","1.964514"
"300067","2017-12-31","2.158182"
"300067","2018-12-31","2.278552"
"300067","2019-12-31","1.836685"
"300067","2020-12-31","1.882135"
"300067","2021-12-31","2.188867"
"300068","2010-12-31","10.322659"
"300068","2011-12-31","8.954196"
"300068","2012-12-31","9.656481"
"300068","2013-12-31","5.050362"
"300068","2014-12-31","4.900656"
"300068","2015-12-31","5.553428"
"300068","2016-12-31","8.071381"
"300068","2017-12-31","7.052238"
"300068","2018-12-31","7.013251"
"300068","2019-12-31","7.283686"
"300068","2020-12-31","6.701428"
"300068","2021-12-31","4.829756"
"300068","2022-12-31","5.827149"
"300069","2010-12-31","7.670903"
"300069","2011-12-31","6.163618"
"300069","2012-12-31","6.291368"
"300069","2013-12-31","4.134923"
"300069","2016-12-31","4.334338"
"300069","2017-12-31","4.584036"
"300069","2018-12-31","3.086939"
"300070","2009-12-31","3.074731"
"300070","2010-12-31","20.101642"
"300070","2011-12-31","10.480138"
"300070","2012-12-31","7.321495"
"300070","2013-12-31","5.746768"
"300070","2014-12-31","5.989398"
"300070","2015-12-31","11.476373"
"300070","2016-12-31","5.223800"
"300070","2017-12-31","6.332932"
"300070","2018-12-31","6.934302"
"300070","2019-12-31","7.303177"
"300070","2020-12-31","7.490841"
"300070","2021-12-31","7.761090"
"300070","2022-12-31","8.124714"
"300071","2010-12-31","8.140807"
"300071","2011-12-31","4.467915"
"300071","2012-12-31","3.225307"
"300071","2013-12-31","3.366599"
"300071","2014-12-31","2.590025"
"300071","2015-12-31","1.609107"
"300071","2016-12-31","1.769467"
"300071","2017-12-31","1.320750"
"300071","2018-12-31","0.185485"
"300072","2009-12-31","3.215184"
"300072","2010-12-31","10.910230"
"300072","2011-12-31","5.868770"
"300072","2012-12-31","3.475902"
"300072","2013-12-31","3.078813"
"300072","2014-12-31","4.109887"
"300072","2015-12-31","6.250535"
"300072","2016-12-31","5.460525"
"300072","2017-12-31","5.819098"
"300072","2018-12-31","4.711316"
"300072","2019-12-31","4.826856"
"300072","2020-12-31","4.159405"
"300072","2021-12-31","3.773609"
"300072","2022-12-31","3.214982"
"300073","2010-12-31","10.571151"
"300073","2011-12-31","5.180957"
"300073","2012-12-31","5.273912"
"300073","2013-12-31","5.284543"
"300073","2014-12-31","5.109591"
"300073","2015-12-31","6.783219"
"300073","2016-12-31","7.326007"
"300073","2017-12-31","4.325826"
"300073","2018-12-31","7.559574"
"300073","2019-12-31","7.837513"
"300073","2020-12-31","8.400952"
"300073","2021-12-31","18.653599"
"300073","2022-12-31","22.685363"
"300074","2010-12-31","20.457501"
"300074","2011-12-31","8.289131"
"300074","2012-12-31","9.105581"
"300074","2013-12-31","4.558869"
"300074","2014-12-31","3.073546"
"300074","2015-12-31","1.994505"
"300074","2016-12-31","2.138198"
"300074","2017-12-31","2.225688"
"300074","2018-12-31","2.239897"
"300075","2010-12-31","15.316389"
"300075","2011-12-31","10.695819"
"300075","2012-12-31","11.668227"
"300075","2013-12-31","8.415107"
"300075","2014-12-31","6.054043"
"300075","2015-12-31","3.311483"
"300075","2016-12-31","3.656095"
"300075","2017-12-31","4.840890"
"300075","2018-12-31","5.139697"
"300075","2019-12-31","5.545721"
"300075","2020-12-31","6.457867"
"300075","2021-12-31","7.064887"
"300075","2022-12-31","7.511926"
"300076","2010-12-31","9.777844"
"300076","2011-12-31","10.120207"
"300076","2012-12-31","10.149647"
"300076","2013-12-31","10.237942"
"300076","2014-12-31","5.082489"
"300076","2015-12-31","5.025600"
"300076","2016-12-31","2.501194"
"300076","2017-12-31","2.337314"
"300076","2018-12-31","2.381573"
"300077","2010-12-31","24.842728"
"300077","2011-12-31","10.133489"
"300077","2012-12-31","10.037761"
"300077","2013-12-31","9.954172"
"300077","2014-12-31","9.976617"
"300077","2015-12-31","9.984981"
"300077","2016-12-31","5.258317"
"300077","2017-12-31","4.520265"
"300077","2018-12-31","1.895253"
"300077","2019-12-31","1.950217"
"300078","2010-12-31","17.443713"
"300078","2011-12-31","6.926139"
"300078","2012-12-31","6.946884"
"300078","2013-12-31","6.968041"
"300078","2014-12-31","6.975323"
"300078","2015-12-31","3.115480"
"300078","2016-12-31","4.589835"
"300078","2017-12-31","2.614335"
"300078","2018-12-31","2.780990"
"300078","2019-12-31","3.426289"
"300078","2020-12-31","3.437062"
"300078","2021-12-31","2.545350"
"300078","2022-12-31","1.541111"
"300079","2010-12-31","19.112463"
"300079","2011-12-31","10.221003"
"300079","2012-12-31","7.584732"
"300079","2013-12-31","7.921527"
"300079","2014-12-31","4.393790"
"300079","2015-12-31","2.378978"
"300079","2016-12-31","2.575067"
"300079","2017-12-31","2.548067"
"300079","2018-12-31","2.574352"
"300079","2019-12-31","2.689503"
"300079","2020-12-31","2.763507"
"300079","2021-12-31","2.823447"
"300079","2022-12-31","2.974630"
"300080","2010-12-31","13.591844"
"300080","2011-12-31","7.042259"
"300080","2012-12-31","5.248630"
"300080","2013-12-31","6.415699"
"300080","2014-12-31","6.432191"
"300080","2015-12-31","6.443490"
"300080","2016-12-31","6.501837"
"300080","2017-12-31","5.118912"
"300080","2018-12-31","3.837835"
"300081","2010-12-31","11.836640"
"300081","2011-12-31","12.083394"
"300081","2012-12-31","12.927150"
"300081","2014-12-31","5.942953"
"300081","2015-12-31","6.134554"
"300081","2016-12-31","2.607056"
"300081","2017-12-31","4.266810"
"300081","2018-12-31","4.598445"
"300081","2019-12-31","4.937797"
"300081","2020-12-31","3.805430"
"300081","2021-12-31","3.554343"
"300081","2022-12-31","2.734861"
"300082","2010-12-31","16.800277"
"300082","2011-12-31","11.106469"
"300082","2012-12-31","11.501104"
"300082","2013-12-31","9.050476"
"300082","2014-12-31","9.209225"
"300082","2015-12-31","4.205406"
"300082","2016-12-31","4.246720"
"300082","2017-12-31","4.617830"
"300082","2018-12-31","4.806368"
"300082","2019-12-31","5.026473"
"300082","2020-12-31","5.161524"
"300082","2021-12-31","5.445524"
"300082","2022-12-31","5.136754"
"300083","2010-12-31","11.683640"
"300083","2011-12-31","6.067129"
"300083","2012-12-31","6.529435"
"300083","2013-12-31","7.097653"
"300083","2014-12-31","7.419444"
"300083","2015-12-31","14.004579"
"300083","2016-12-31","3.597577"
"300083","2017-12-31","3.918234"
"300083","2018-12-31","1.930138"
"300083","2019-12-31","1.935887"
"300083","2020-12-31","1.433711"
"300083","2021-12-31","2.043281"
"300083","2022-12-31","2.762032"
"300084","2010-12-31","9.686314"
"300084","2011-12-31","4.855882"
"300084","2012-12-31","5.030551"
"300084","2013-12-31","5.181956"
"300084","2014-12-31","7.256022"
"300084","2015-12-31","3.373229"
"300084","2016-12-31","4.769461"
"300084","2017-12-31","4.995667"
"300084","2018-12-31","4.894799"
"300084","2019-12-31","5.006016"
"300085","2010-12-31","8.847510"
"300085","2011-12-31","4.297346"
"300085","2012-12-31","4.297601"
"300085","2013-12-31","4.302836"
"300085","2014-12-31","3.181997"
"300085","2015-12-31","1.730429"
"300085","2016-12-31","1.453171"
"300085","2017-12-31","1.913026"
"300085","2018-12-31","1.932941"
"300085","2019-12-31","1.945074"
"300085","2020-12-31","1.968929"
"300086","2010-12-31","18.287061"
"300086","2011-12-31","9.270774"
"300086","2012-12-31","9.368930"
"300086","2013-12-31","9.051733"
"300086","2014-12-31","6.096818"
"300086","2015-12-31","4.093484"
"300086","2016-12-31","4.162415"
"300086","2017-12-31","4.269158"
"300086","2018-12-31","3.675581"
"300086","2019-12-31","3.560608"
"300086","2020-12-31","3.560440"
"300087","2010-12-31","10.679732"
"300087","2011-12-31","6.100448"
"300087","2012-12-31","6.478498"
"300087","2013-12-31","6.845373"
"300087","2014-12-31","4.599838"
"300087","2015-12-31","2.481002"
"300087","2016-12-31","2.735767"
"300087","2017-12-31","2.302891"
"300087","2018-12-31","2.452241"
"300087","2019-12-31","1.497051"
"300087","2020-12-31","2.061787"
"300087","2021-12-31","3.635682"
"300087","2022-12-31","3.241001"
"300088","2010-12-31","9.272127"
"300088","2011-12-31","5.100591"
"300088","2012-12-31","4.434324"
"300088","2013-12-31","3.389358"
"300088","2014-12-31","4.229625"
"300088","2015-12-31","3.105002"
"300088","2016-12-31","3.280639"
"300088","2017-12-31","1.911589"
"300088","2018-12-31","2.132443"
"300088","2019-12-31","2.619718"
"300088","2020-12-31","2.913578"
"300088","2021-12-31","3.303734"
"300088","2022-12-31","3.563561"
"300089","2010-12-31","7.316525"
"300089","2011-12-31","7.693939"
"300089","2012-12-31","5.185784"
"300089","2013-12-31","5.209782"
"300089","2015-12-31","5.328400"
"300089","2016-12-31","4.045205"
"300089","2017-12-31","4.189302"
"300089","2018-12-31","1.079829"
"300089","2019-12-31","0.696755"
"300089","2020-12-31","0.239783"
"300090","2010-12-31","6.840476"
"300090","2011-12-31","3.917530"
"300090","2012-12-31","4.386813"
"300090","2013-12-31","6.604254"
"300090","2014-12-31","3.956462"
"300090","2015-12-31","4.281399"
"300090","2016-12-31","3.950617"
"300090","2017-12-31","2.948923"
"300090","2018-12-31","0.155813"
"300090","2019-12-31","-2.617395"
"300091","2010-12-31","9.525435"
"300091","2011-12-31","4.090380"
"300091","2012-12-31","3.846305"
"300091","2013-12-31","3.861713"
"300091","2014-12-31","3.914776"
"300091","2015-12-31","4.151077"
"300091","2016-12-31","1.722113"
"300091","2017-12-31","2.313730"
"300091","2018-12-31","1.783668"
"300091","2019-12-31","1.889410"
"300091","2020-12-31","1.754154"
"300092","2010-12-31","5.706706"
"300092","2011-12-31","6.163090"
"300092","2012-12-31","6.104132"
"300092","2013-12-31","5.692233"
"300092","2022-12-31","3.658254"
"300093","2010-12-31","6.619015"
"300093","2011-12-31","3.829433"
"300093","2012-12-31","3.934403"
"300093","2013-12-31","3.968381"
"300093","2014-12-31","4.050664"
"300093","2015-12-31","4.043656"
"300093","2016-12-31","4.041761"
"300093","2017-12-31","4.145370"
"300093","2018-12-31","4.166373"
"300093","2021-12-31","1.427468"
"300093","2022-12-31","0.321213"
"300094","2010-12-31","5.113969"
"300094","2011-12-31","4.682359"
"300094","2012-12-31","4.041413"
"300094","2013-12-31","4.571453"
"300094","2014-12-31","4.851726"
"300094","2015-12-31","4.898638"
"300094","2016-12-31","2.331128"
"300094","2017-12-31","2.486321"
"300094","2018-12-31","2.792530"
"300094","2019-12-31","2.512749"
"300094","2020-12-31","2.187747"
"300094","2021-12-31","2.408210"
"300094","2022-12-31","2.821333"
"300095","2010-12-31","8.594893"
"300095","2011-12-31","8.606682"
"300095","2012-12-31","9.140952"
"300095","2013-12-31","7.956687"
"300095","2014-12-31","4.208461"
"300095","2015-12-31","2.797212"
"300095","2016-12-31","3.469195"
"300095","2017-12-31","3.657077"
"300095","2018-12-31","3.397903"
"300095","2019-12-31","3.631659"
"300095","2020-12-31","4.065444"
"300095","2021-12-31","5.477239"
"300095","2022-12-31","5.567432"
"300096","2010-12-31","6.205293"
"300096","2011-12-31","3.482836"
"300096","2012-12-31","3.726705"
"300096","2013-12-31","3.863872"
"300096","2014-12-31","1.598483"
"300096","2015-12-31","1.683807"
"300096","2016-12-31","1.733020"
"300096","2017-12-31","1.787087"
"300096","2018-12-31","1.939258"
"300096","2019-12-31","2.033950"
"300096","2020-12-31","2.111872"
"300097","2010-12-31","6.591228"
"300097","2011-12-31","6.916634"
"300097","2012-12-31","6.913936"
"300097","2013-12-31","3.706137"
"300097","2014-12-31","3.898156"
"300097","2015-12-31","8.488784"
"300097","2016-12-31","8.998491"
"300097","2017-12-31","6.874568"
"300097","2018-12-31","6.810078"
"300097","2019-12-31","4.245327"
"300097","2020-12-31","4.792141"
"300097","2021-12-31","2.716869"
"300097","2022-12-31","1.785606"
"300098","2010-12-31","11.849480"
"300098","2011-12-31","9.934110"
"300098","2012-12-31","4.675891"
"300098","2013-12-31","4.986828"
"300098","2014-12-31","5.541474"
"300098","2015-12-31","3.200748"
"300098","2016-12-31","3.516162"
"300098","2017-12-31","4.386839"
"300098","2018-12-31","3.218433"
"300098","2019-12-31","2.580561"
"300098","2020-12-31","1.951097"
"300098","2021-12-31","1.966402"
"300098","2022-12-31","1.821211"
"300099","2010-12-31","15.887967"
"300099","2011-12-31","6.769752"
"300099","2012-12-31","7.209294"
"300099","2013-12-31","3.681755"
"300099","2014-12-31","3.949210"
"300099","2015-12-31","4.010673"
"300099","2016-12-31","2.581884"
"300099","2017-12-31","2.644094"
"300099","2018-12-31","2.682839"
"300099","2019-12-31","2.669331"
"300100","2010-12-31","8.793707"
"300100","2011-12-31","6.512780"
"300100","2012-12-31","6.970267"
"300100","2013-12-31","3.576382"
"300100","2014-12-31","4.855631"
"300100","2015-12-31","5.399221"
"300100","2016-12-31","6.531603"
"300100","2017-12-31","7.085196"
"300100","2018-12-31","5.865756"
"300100","2019-12-31","3.797928"
"300101","2010-12-31","10.871080"
"300101","2011-12-31","5.632763"
"300101","2012-12-31","2.841033"
"300101","2013-12-31","2.697469"
"300101","2014-12-31","2.875783"
"300101","2015-12-31","1.592007"
"300101","2016-12-31","1.640605"
"300101","2017-12-31","1.713387"
"300101","2018-12-31","1.968618"
"300101","2019-12-31","1.981788"
"300101","2020-12-31","2.147383"
"300101","2021-12-31","2.510960"
"300101","2022-12-31","3.059122"
"300102","2010-12-31","13.829385"
"300102","2011-12-31","5.934605"
"300102","2012-12-31","5.902196"
"300102","2013-12-31","6.059716"
"300102","2014-12-31","6.050225"
"300102","2015-12-31","3.480169"
"300102","2017-12-31","3.785357"
"300102","2018-12-31","4.012949"
"300102","2019-12-31","3.677073"
"300102","2020-12-31","3.326211"
"300102","2021-12-31","3.659315"
"300102","2022-12-31","4.521673"
"300103","2010-12-31","9.810787"
"300103","2011-12-31","5.897207"
"300103","2012-12-31","3.417102"
"300103","2013-12-31","3.670053"
"300103","2014-12-31","3.812569"
"300103","2015-12-31","3.960349"
"300103","2016-12-31","4.034948"
"300103","2017-12-31","4.187331"
"300103","2018-12-31","2.888930"
"300103","2019-12-31","3.840829"
"300104","2010-12-31","9.386623"
"300104","2011-12-31","4.805031"
"300104","2012-12-31","3.046477"
"300104","2013-12-31","2.604400"
"300104","2014-12-31","3.974694"
"300104","2015-12-31","2.055551"
"300104","2016-12-31","5.289326"
"300104","2017-12-31","-0.167063"
"300104","2018-12-31","-0.873708"
"300104","2019-12-31","-3.721175"
"300105","2010-12-31","17.041162"
"300105","2011-12-31","10.515601"
"300105","2012-12-31","6.590036"
"300105","2013-12-31","7.163608"
"300105","2014-12-31","4.229205"
"300105","2015-12-31","4.091133"
"300105","2016-12-31","3.743948"
"300106","2010-12-31","4.548053"
"300106","2011-12-31","4.922421"
"300106","2012-12-31","5.613852"
"300106","2013-12-31","5.869981"
"300106","2014-12-31","4.610136"
"300106","2015-12-31","4.466182"
"300106","2016-12-31","5.177533"
"300106","2017-12-31","3.388337"
"300106","2018-12-31","3.311335"
"300106","2019-12-31","3.005342"
"300107","2010-12-31","11.904639"
"300107","2011-12-31","5.884193"
"300107","2012-12-31","5.942629"
"300107","2013-12-31","6.182544"
"300107","2014-12-31","3.228255"
"300107","2015-12-31","1.655363"
"300107","2016-12-31","1.672290"
"300107","2017-12-31","1.797740"
"300107","2018-12-31","2.877750"
"300107","2019-12-31","3.211231"
"300107","2020-12-31","2.686904"
"300108","2010-12-31","6.536966"
"300108","2011-12-31","5.340458"
"300108","2012-12-31","2.842876"
"300108","2013-12-31","2.943772"
"300108","2014-12-31","5.377339"
"300108","2015-12-31","3.911080"
"300108","2016-12-31","2.839257"
"300108","2017-12-31","2.925990"
"300109","2010-12-31","9.255912"
"300109","2011-12-31","4.874082"
"300109","2012-12-31","3.158049"
"300109","2013-12-31","3.273093"
"300109","2014-12-31","3.474367"
"300109","2015-12-31","6.821025"
"300109","2016-12-31","7.194758"
"300109","2017-12-31","7.673354"
"300109","2018-12-31","5.855930"
"300109","2019-12-31","9.448796"
"300109","2020-12-31","9.521919"
"300109","2021-12-31","9.895042"
"300109","2022-12-31","9.623911"
"300110","2010-12-31","5.169232"
"300110","2011-12-31","5.579162"
"300110","2012-12-31","6.134503"
"300110","2013-12-31","3.254909"
"300110","2014-12-31","2.201289"
"300110","2015-12-31","2.165783"
"300110","2016-12-31","2.321101"
"300110","2017-12-31","1.570005"
"300110","2018-12-31","1.905964"
"300111","2010-12-31","3.258955"
"300111","2011-12-31","2.926571"
"300111","2012-12-31","2.214713"
"300111","2013-12-31","1.036475"
"300111","2014-12-31","1.050546"
"300111","2015-12-31","1.130355"
"300111","2016-12-31","1.161567"
"300111","2017-12-31","1.172518"
"300111","2018-12-31","0.158211"
"300112","2010-12-31","5.789393"
"300112","2011-12-31","4.020693"
"300112","2012-12-31","2.908397"
"300112","2013-12-31","3.098911"
"300112","2015-12-31","2.708415"
"300112","2016-12-31","2.814758"
"300112","2017-12-31","3.368082"
"300113","2010-12-31","11.564567"
"300113","2011-12-31","5.625486"
"300113","2012-12-31","6.123522"
"300113","2013-12-31","6.650034"
"300113","2014-12-31","3.567332"
"300113","2015-12-31","5.097904"
"300113","2016-12-31","3.747989"
"300113","2017-12-31","4.600964"
"300113","2018-12-31","4.462832"
"300113","2019-12-31","3.836482"
"300113","2020-12-31","3.645909"
"300113","2021-12-31","3.579139"
"300113","2022-12-31","2.792303"
"300114","2010-12-31","8.677273"
"300114","2011-12-31","6.533577"
"300114","2012-12-31","7.040942"
"300114","2013-12-31","5.754516"
"300114","2014-12-31","6.184619"
"300114","2015-12-31","5.154950"
"300114","2016-12-31","3.665556"
"300114","2017-12-31","2.653219"
"300114","2018-12-31","2.556787"
"300114","2019-12-31","2.820521"
"300114","2020-12-31","3.342446"
"300114","2021-12-31","3.724663"
"300114","2022-12-31","3.963079"
"300115","2010-12-31","14.106946"
"300115","2011-12-31","7.677645"
"300115","2012-12-31","5.921425"
"300115","2013-12-31","6.817182"
"300115","2014-12-31","3.955232"
"300115","2015-12-31","5.998850"
"300115","2016-12-31","4.640764"
"300115","2017-12-31","5.119800"
"300115","2018-12-31","5.008406"
"300115","2019-12-31","4.917574"
"300115","2020-12-31","6.969073"
"300115","2021-12-31","4.876893"
"300115","2022-12-31","4.918159"
"300116","2010-12-31","5.950782"
"300116","2011-12-31","6.081911"
"300116","2012-12-31","5.922318"
"300116","2013-12-31","3.003266"
"300116","2014-12-31","2.790978"
"300116","2015-12-31","1.923026"
"300116","2016-12-31","6.459921"
"300116","2017-12-31","1.683892"
"300116","2018-12-31","0.083443"
"300116","2019-12-31","0.126077"
"300117","2010-12-31","10.210605"
"300117","2011-12-31","5.320592"
"300117","2012-12-31","5.594041"
"300117","2013-12-31","5.845061"
"300117","2014-12-31","4.010415"
"300117","2015-12-31","4.153424"
"300117","2016-12-31","1.974942"
"300117","2017-12-31","2.121730"
"300117","2018-12-31","1.912607"
"300118","2010-12-31","14.189962"
"300118","2011-12-31","7.120009"
"300118","2012-12-31","3.503836"
"300118","2013-12-31","3.660633"
"300118","2014-12-31","4.296348"
"300118","2015-12-31","4.654586"
"300118","2016-12-31","5.844818"
"300118","2017-12-31","8.329612"
"300118","2018-12-31","9.292222"
"300118","2019-12-31","10.393258"
"300118","2020-12-31","11.027516"
"300118","2021-12-31","10.582143"
"300118","2022-12-31","11.660778"
"300119","2010-12-31","19.242154"
"300119","2011-12-31","10.088319"
"300119","2012-12-31","8.228450"
"300119","2013-12-31","8.869715"
"300119","2014-12-31","4.434612"
"300119","2015-12-31","4.545421"
"300119","2016-12-31","5.205102"
"300119","2017-12-31","5.380215"
"300119","2018-12-31","5.573423"
"300119","2019-12-31","5.827300"
"300119","2020-12-31","6.766561"
"300119","2021-12-31","9.231774"
"300119","2022-12-31","9.617349"
"300120","2010-12-31","6.570332"
"300120","2011-12-31","5.240582"
"300120","2012-12-31","3.504188"
"300120","2013-12-31","3.594152"
"300120","2014-12-31","2.922169"
"300120","2015-12-31","3.245566"
"300120","2016-12-31","3.332982"
"300120","2017-12-31","6.377798"
"300120","2018-12-31","5.124614"
"300120","2019-12-31","5.438476"
"300120","2020-12-31","5.523466"
"300120","2021-12-31","5.587209"
"300120","2022-12-31","5.682884"
"300121","2010-12-31","7.004323"
"300121","2011-12-31","4.032520"
"300121","2012-12-31","4.048640"
"300121","2013-12-31","3.227580"
"300121","2014-12-31","1.676706"
"300121","2015-12-31","1.777249"
"300121","2016-12-31","2.257135"
"300121","2017-12-31","2.958522"
"300121","2018-12-31","4.548098"
"300121","2019-12-31","4.303522"
"300121","2020-12-31","4.414567"
"300121","2021-12-31","5.139334"
"300121","2022-12-31","6.866334"
"300122","2010-12-31","5.354204"
"300122","2011-12-31","5.645163"
"300122","2012-12-31","5.932457"
"300122","2013-12-31","5.973150"
"300122","2014-12-31","3.072173"
"300122","2015-12-31","3.086536"
"300122","2016-12-31","1.575786"
"300122","2017-12-31","1.835958"
"300122","2018-12-31","2.613062"
"300122","2019-12-31","3.592086"
"300122","2020-12-31","5.155415"
"300122","2021-12-31","11.035758"
"300122","2022-12-31","15.147633"
"300123","2010-12-31","9.019245"
"300123","2011-12-31","5.891016"
"300123","2012-12-31","6.186116"
"300123","2013-12-31","6.546147"
"300123","2014-12-31","3.295822"
"300123","2015-12-31","3.374095"
"300123","2016-12-31","3.909078"
"300123","2017-12-31","8.352839"
"300123","2018-12-31","8.631070"
"300123","2019-12-31","5.028688"
"300123","2020-12-31","5.265346"
"300123","2021-12-31","4.087486"
"300123","2022-12-31","2.879808"
"300124","2010-12-31","21.253249"
"300124","2011-12-31","11.638199"
"300124","2012-12-31","6.959943"
"300124","2013-12-31","8.316969"
"300124","2014-12-31","4.659630"
"300124","2015-12-31","5.394303"
"300124","2016-12-31","3.001593"
"300124","2017-12-31","3.440533"
"300124","2018-12-31","3.931368"
"300124","2019-12-31","5.160630"
"300124","2020-12-31","6.405484"
"300124","2021-12-31","6.197431"
"300124","2022-12-31","7.564434"
"300125","2010-12-31","17.462044"
"300125","2011-12-31","9.191403"
"300125","2012-12-31","9.217748"
"300125","2013-12-31","9.470281"
"300125","2014-12-31","10.677434"
"300125","2015-12-31","9.471014"
"300125","2016-12-31","8.926574"
"300125","2017-12-31","6.757842"
"300125","2019-12-31","3.068370"
"300125","2020-12-31","3.331893"
"300125","2021-12-31","2.504815"
"300125","2022-12-31","2.484153"
"300126","2010-12-31","10.640087"
"300126","2011-12-31","6.334847"
"300126","2012-12-31","6.263640"
"300126","2013-12-31","6.554473"
"300126","2014-12-31","3.412734"
"300126","2015-12-31","3.410717"
"300126","2016-12-31","3.379348"
"300126","2017-12-31","3.398884"
"300127","2010-12-31","5.670316"
"300127","2011-12-31","6.281554"
"300127","2012-12-31","6.190175"
"300127","2013-12-31","6.098600"
"300127","2014-12-31","3.124335"
